Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,1551 St-Denis,1551 Saint-Denis,,Montréal,QC,H2L 4J5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.514628,-73.562293,2020-12-12,153729,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Hopital Notre-Dame,1560 rue Sherbrooke Est,Parking Garage level B,Montreal,QC,H2L 4M1,,514-413-8777,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,45.526126,-73.564282,2018-06-11,83633,2020-12-01 17:48:40 UTC,P,,,2017-02-01,,,,,J1772,CA,Gare de stationnement niveau B,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,1475 Alexandre DeSève,1475 Rue Alexandre-DeSève,,Montréal,QC,H2L 4P2,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.521756,-73.554311,2020-12-12,130586,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1275 Berri,1265 Rue Berri,,Montréal,QC,H2L 4X4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.514665,-73.559376,2020-12-12,154463,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,COMPLEXE FTQ - Fonds de solidarité - 545 Crémazie,545 boul. Crémazie E,,Montréal,QC,H2M 1R6,,888-356-8911,E,,Public,24 hours daily,,,,,,7,,,FLO,https://flo.ca/,200-9,45.545983,-73.638843,2020-12-12,129398,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9475 Lajeunesse,9475 Lajeunesse,,Montréal,QC,H2M 1S5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.550257,-73.650896,2020-12-12,130712,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9335 St-Hubert,9335 rue St Hubert,,Montréal,QC,H2M 1Y7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.553034,-73.647056,2020-12-12,130726,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9155 rue Saint-Hubert,9155 rue Saint-Hubert,,Montréal,QC,H2M 1Y8,,855-999-8378,E,,Public,24 hours daily,,,,,,6,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.552312,-73.64214,2020-12-12,130721,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9494 Papineau,9490 papineau,,Montréal,QC,H2M 1Z3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.563078,-73.642564,2020-12-12,152373,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9480 Christophe-Colomb,9480 Christophe-Colombe,,Montréal,QC,H2M 1Z8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.557738,-73.646247,2020-12-12,165667,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8800 Christophe-Colomb - Complexe Claude Robillard,8800 av Christophe-Colomb,,Montréal,QC,H2M 2E7,,855-999-8378,E,,Public,24 hours daily,,,,,,4,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.55483,-73.636459,2020-12-12,167713,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Desjardins - CdS St-Sulpice,8955 av. André-Grasset,,Montréal,QC,H2M 2E9,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.558204,-73.63755,2020-12-12,145119,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,9235 Papineau : Stade de Soccer de Montréal,9235 Avenue Papineau,,Montréal,QC,H2M 2G5,,855-999-8378,E,,Public,24 hours daily,,,,,,6,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.562675,-73.639824,2020-12-12,130763,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8340 Papineau,8340 Avenue Papineau,,Montréal,QC,H2M 2R5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.555117,-73.624686,2020-12-12,165668,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,iA - Crémazie,1611 Boul Crémazie E,,Montréal,QC,H2M 2R9,,888-356-8911,E,,Public,24 hours daily,,,,,,3,,,FLO,https://flo.ca/,200-9,45.554323,-73.624015,2020-12-12,129737,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,205 Chabanel,205 Rue Chabanel O,,Montréal,QC,H2N 1G3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.540977,-73.653697,2020-12-12,130672,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,460 Chabanel O,460 Rue Chabanel O,,Montréal,QC,H2N 1G8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.538054,-73.654557,2020-12-12,130655,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,55 Cremazie O,55 boul. Crémazie O,,Montréal,QC,H2N 1L3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.540794,-73.6427,2020-12-12,130675,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,15 Liège E,15A Liege E,,Montréal,QC,H2P 1H8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.541019,-73.63746,2020-12-12,130673,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,405 Guizot,405 Rue Guizot E,,Montréal,QC,H2P 1M8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.543822,-73.632373,2020-12-12,130683,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Carrefour Santé Villeray,8560 Rue St-Hubert,,Montréal,QC,H2P 1Z7,,888-356-8911,E,,Public,24 hours daily,,,,,,3,,,FLO,https://flo.ca/,200-9,45.548498,-73.633716,2020-12-12,129736,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8498 Châteaubriand,8498 Avenue De Chateaubriand,,Montréal,QC,H2P 2A3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.547524,-73.633132,2020-12-12,130702,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8630 Berri,8630 Rue Berri,,Montréal,QC,H2P 2G4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.545515,-73.637423,2020-12-12,130693,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8106 Casgrain,8106 Avenue Casgrain,,Montréal,QC,H2P 2K5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.539913,-73.630807,2020-12-12,130667,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8675 Saint-Dominique,8675 rue Saint-Dominique,,Montréal,QC,H2P 2L7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.54245,-73.640339,2020-12-12,149651,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,20 Guizot,20 rue Guizot Est,,Montréal,QC,H2P 2L8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.540195,-73.634041,2020-12-12,130669,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Complexe Place Crémazie,50 boul Crémazie O,,Montréal,QC,H2P 2T2,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,45.540921,-73.640621,2020-12-12,129730,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,10 Villeray,10 Rue Villeray,,Montréal,QC,H2R 1E8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.537246,-73.624707,2020-12-12,130652,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1210 Villeray,1210 Villeray,,Montréal,QC,H2R 1J7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.547077,-73.61853,2020-12-12,130699,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7390 de la Roche,7390 de la Roche,,Montréal,QC,H2R 1N4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.544624,-73.614553,2020-12-12,153210,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,151 Castelnau,151 Castelnau,,Montréal,QC,H2R 1P3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.536733,-73.61896,2020-12-12,130647,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,299 Jean-Talon E,299 rue Jean-Talon E,,Montréal,QC,H2R 1S9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.537072,-73.615866,2020-12-12,130649,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7151 St-Dominique,7151A St-Dominique,,Montréal,QC,H2R 1X3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.535353,-73.61758,2020-12-12,130642,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7352 Drolet,7352A Drolet,,Montréal,QC,H2R 2C4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.538645,-73.618645,2020-12-12,130662,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7501 rue St-Denis,7501 rue St-Denis,,Montréal,QC,H2R 2E7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.540255,-73.620292,2020-12-12,130670,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7145 rue St-Denis,7218 Lajeunesse,,Montréal,QC,H2R 2H4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.539609,-73.614262,2020-12-12,169297,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7877 Foucher,7877 Foucher,,Montréal,QC,H2R 2K8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.544025,-73.624583,2020-12-12,130685,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7187 St-Hubert,7187 St-Hubert,,Montréal,QC,H2R 2N2,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.54103,-73.61374,2020-12-12,130674,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8074 St-Hubert,8074 St-Hubert,,Montréal,QC,H2R 2P3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.546225,-73.626042,2020-12-12,130696,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,8000 de Normanville : Centre sportif Jean-Rougeau,8000 rue de Normanville,,Montréal,QC,H2R 2V6,,855-999-8378,E,,Public,24 hours daily,,,,,,1,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.548532,-73.622186,2020-12-12,130707,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,227 Gary Carter,227 Gary Carter,,Montréal,QC,H2R 2V7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.534177,-73.623761,2020-12-12,169518,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,253 Mozart,253 rue Mozart E,,Montréal,QC,H2S 1B5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.535996,-73.613517,2020-12-12,130643,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1201 Bélanger,1201 Rue Bélanger,,Montréal,QC,H2S 1H7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.541899,-73.607789,2020-12-12,130677,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1031 St-Zotique,1031 Rue Saint-Zotique E,,Montréal,QC,H2S 1N1,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.539166,-73.605403,2020-12-12,130665,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,19 St-Zotique O,19 St-Zotique O,,Montréal,QC,H2S 1N9,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.531561,-73.61254,2020-12-12,130624,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SQI - Palais de justice de Montréal (Rue Bellechasse),410  Rue de Bellechasse,,Montréal,QC,H2S 1X3,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,200-9,45.5327,-73.601267,2020-12-12,129726,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6511 St-André,6511 Rue Saint-André,,Montréal,QC,H2S 2K7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.536761,-73.603037,2020-12-12,130646,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5808 St-Hubert,5808St-Hubert,,Montréal,QC,H2S 2L7,,855-999-8378,E,,Public,24 hours daily,,,,,,4,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.533244,-73.596864,2020-12-12,130633,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6036 St-Hubert,6036 St-Hubert,,Montréal,QC,H2S 2L7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.534474,-73.59958,2020-12-12,130638,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,440 Beaubien,440 Beaubien,,Montréal,QC,H2S 2P7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.534569,-73.60441,2020-12-12,130639,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6778 Henri-Julien,6778 Henri-Julien,,Montréal,QC,H2S 2V3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.534706,-73.610657,2020-12-12,130641,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6501 St-Laurent,6501A St-Laurent,,Montréal,QC,H2S 3C4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.530366,-73.608664,2020-12-12,130620,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7085 St-Laurent,7085A St-Laurent,,Montréal,QC,H2S 3E3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.533914,-73.616473,2020-12-12,130636,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,7145 Alexandra,7145 Alexandra,,Montréal,QC,H2S 3J6,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.532232,-73.619845,2020-12-12,130627,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5561 St-Dominique,5561 rue Saint-Dominique,,Montréal,QC,H2T 1A5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.526801,-73.598517,2020-12-12,130605,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1 Mont-Royal Est,1 Avenue du Mont-Royal E,,Montréal,QC,H2T 1N4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.520373,-73.586509,2020-12-12,130577,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5004 St-Laurent : Parc Lahaie,5004 Boul St-Laurent,,Montréal,QC,H2T 1R7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.522386,-73.591767,2020-12-12,130589,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5223 St-Laurent,5223 St-Laurent,,Montréal,QC,H2T 1S4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.524183,-73.595115,2020-12-12,149454,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5633 Saint-Dominique : Aréna St-Louis,5633 rue Saint-Dominique,,Montréal,QC,H2T 1V7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.527306,-73.599485,2020-12-12,130610,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,510 Joffre,510 rue Joffre,,Montréal,QC,H2T 1V7,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.601076,-73.513678,2020-12-12,130831,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,1375 Avenue Thérèse-Lavoie-Roux,1375 Avenue Thérèse-Lavoie-Roux,,Montréal,QC,H2V 0B3,,888-356-8911,E,,Public,24 hours daily,,,,,,10,,,FLO,https://flo.ca/,GPS,45.523333,-73.620197,2020-12-12,149640,2020-12-12 01:12:25 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,5185 Parc,5185A Parc,,Montréal,QC,H2V 2G3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.52069,-73.597331,2020-12-12,130580,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,14899 Oakwood,481 Édouard-Charles,,Montréal,QC,H2V 2N3,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.517511,-73.596832,2020-12-12,153132,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,620 de l’Épée,620 de l’Épée,,Montréal,QC,H2V 3T8,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.521312,-73.608424,2020-12-12,153573,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,779 de l'Épée,779 de l'Épée,,Montréal,QC,H2V 3V1,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.52314,-73.611693,2020-12-12,130591,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,375 St-Viateur,375A St-Viateur,,Montréal,QC,H2V 4B5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.521651,-73.602802,2020-12-12,130585,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4604 Parc,4604A ave du Parc,,Montréal,QC,H2V 4E5,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.51728,-73.591352,2020-12-12,130565,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,6517 Jeanne Mance,6517 Rue Jeanne-Mance,,Montréal,QC,H2V 4L1,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,45.527882,-73.612408,2020-12-12,130611,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,4231 St Laurent,4321 boul. St-Laurent,,Montréal,QC,H2W 1Z4,,855-999-8378,E,,Public,24 hours daily,,,,,,2,,,Circuit électrique,https://lecircuitelectrique.com/,200-8,45.519129,-73.583677,2020-12-12,130573,2020-12-12 01:16:56 UTC,,,,,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,
